chl,dox,spm,sal,temp
2.2,8.2,13,29.44,11.49
2.1,8.1,14,29.46,11.51
2.1,8.1,15,29.46,11.51
2.1,8.1,16,29.47,11.5
2.1,8.1,19,29.47,11.49
2.1,8.1,20,29.47,11.5
2.1,8.1,21,29.47,11.49
2.1,8.1,23,29.48,11.49
2.2,8.1,27,29.48,11.49
2.3,8.1,37,29.48,11.49
2.2,8.2,12,29.81,11.66
2.2,8.1,12,29.81,11.66
2.2,8.1,12,29.81,11.66
2.2,8.1,12,29.82,11.66
2.2,8.1,12,29.82,11.66
2.1,8.1,12,29.82,11.65
2,8.1,12,29.82,11.65
2,8.1,13,29.82,11.65
2,8.1,14,29.82,11.65
2,8.1,14,29.82,11.65
2,8.1,14,29.82,11.64
2.1,8.1,14,29.82,11.64
2.1,8.1,17,29.82,11.63
2.1,8,15,29.78,11.92
2.1,8,14,29.78,11.92
2.2,8,14,29.77,11.92
2.1,8,14,29.77,11.92
2.1,8,15,29.77,11.92
2.1,8,15,29.77,11.92
2.2,8,15,29.77,11.92
2.2,8,15,29.77,11.92
2.1,8.2,10,29.25,11.53
2.1,8.2,10,29.19,11.56
2,8.2,9,29.1,11.6
2.1,8.1,8,29.18,11.56
2.2,8.1,9,29.4,11.47
2.2,8.1,11,29.47,11.44
2.2,8.1,13,29.49,11.43
2.2,8.1,16,29.49,11.43
2.2,8.1,16,29.52,11.42
2.2,8.1,17,29.53,11.43
2.3,8.1,18,29.53,11.42
2.3,8.1,19,29.53,11.43
2.3,8.1,19,29.55,11.43
2.3,8.1,19,29.55,11.44
2.3,8.1,20,29.55,11.44
2.4,8.1,20,29.55,11.44
2.4,8.1,20,29.56,11.43
4.6,7.9,31,26.11,11.2
4.6,7.9,34,26.27,11.21
4.5,7.9,36,26.67,11.22
4.4,7.9,39,26.94,11.25
4.4,7.9,39,27.07,11.28
4.3,7.9,34,27.32,11.27
4.3,7.9,32,27.55,11.26
4,7.9,26,27.89,11.07
3.9,7.9,29,27.97,11.07
3.9,7.9,30,28.06,11.07
3.9,7.9,32,28.13,11.08
3.9,7.9,33,28.22,11.09
4,7.9,36,28.3,11.1
4.1,7.9,41,28.31,11.11
4.2,7.9,50,28.32,11.11
4.2,7.9,57,28.33,11.11
4.3,7.9,62,28.33,11.11
4.3,7.9,64,28.34,11.11
4.3,7.9,69,28.34,11.11
3.7,7.9,21,28.76,11.05
3.6,7.9,22,28.84,11.01
3.5,7.9,23,28.88,11.01
3.4,7.9,25,28.97,11.01
3.4,7.9,26,29.02,11.01
3.4,7.9,27,29.03,11.01
3.4,7.9,28,29.05,11.02
3.5,7.9,29,29.07,11.02
3.5,7.9,30,29.07,11.02
3.5,7.9,30,29.08,11.02
3.5,7.9,31,29.08,11.02
3.5,7.9,32,29.08,11.02
3.4,7.9,33,29.09,11.02
3.3,7.9,32,29.33,11
3.3,7.9,31,29.33,10.99
3.3,7.9,32,29.33,10.97
3.2,7.9,35,29.33,10.96
3.3,7.9,36,29.33,10.96
3.3,7.9,38,29.33,10.95
3.3,7.9,40,29.33,10.95
3.4,7.9,44,29.33,10.95
3.4,7.9,45,29.33,10.95
3.5,7.9,47,29.33,10.95
3.5,7.9,51,29.33,10.95
3.2,7.9,19,29.45,11.02
3.2,7.9,20,29.45,11.01
3.1,7.9,20,29.46,11.01
3.1,7.9,20,29.47,11
3,7.9,20,29.47,11
3,7.9,20,29.48,11
3,7.9,20,29.48,11
3,7.9,20,29.48,11
3.1,7.9,20,29.48,11
3,7.9,20,29.48,11
3.1,7.9,15,29.79,10.77
2.9,7.9,16,29.87,10.74
2.8,7.9,17,29.92,10.73
2.7,7.9,17,29.93,10.73
2.7,7.9,17,29.94,10.73
2.7,7.9,18,29.94,10.73
2.8,7.9,18,29.95,10.73
2.8,7.9,18,29.95,10.73
2.8,7.9,19,29.95,10.72
2.8,7.9,20,29.95,10.73
2.9,7.9,20,29.95,10.73
2.9,7.9,20,29.95,10.73
3,7.9,21,29.95,10.73
3,7.9,21,29.95,10.73
2.9,7.9,21,29.96,10.72
5.6,8.1,106,23.46,13.26
5.6,8.1,110,23.71,13.26
5.6,8.1,112,23.99,13.28
5.5,8.1,116,24.2,13.28
5.4,8.1,117,24.49,13.28
5.3,8.1,118,24.93,13.27
4.6,8.2,44,24.93,13.07
4.6,8.2,44,25.07,13.06
4.5,8.2,47,25.29,13.05
4.5,8.2,55,25.52,13.03
4.5,8.2,58,25.58,13.02
4.6,8.2,64,25.61,13.02
4.8,8.2,72,25.64,13.01
4.8,8.2,82,25.66,13.01
4.9,8.2,91,25.67,13.01
5,8.2,105,25.69,13.01
5,8.2,115,25.7,13.01
5,8.2,134,25.71,13.01
3.9,8.2,30,26.17,12.82
3.9,8.2,30,26.2,12.81
3.8,8.2,30,26.23,12.81
3.8,8.2,31,26.25,12.81
3.8,8.2,31,26.27,12.8
3.8,8.2,32,26.28,12.8
3.8,8.2,33,26.28,12.8
3.8,8.2,33,26.3,12.79
3.8,8.2,34,26.3,12.79
3.9,8.2,35,26.31,12.79
3.9,8.2,36,26.31,12.79
3.8,8.2,37,26.31,12.79
3.8,8.2,37,26.31,12.79
3.8,8.3,26,26.36,12.42
3.9,8.3,26,26.39,12.42
3.8,8.3,27,26.41,12.42
3.7,8.3,31,26.42,12.42
3.7,8.3,33,26.42,12.42
3.7,8.3,35,26.43,12.42
3.8,8.3,37,26.43,12.42
3.8,8.3,38,26.43,12.42
3.8,8.3,40,26.43,12.42
3.8,8.3,42,26.43,12.42
3.8,8.3,42,26.43,12.42
3.9,8.3,42,26.43,12.42
3,8.3,22,25.43,12.42
3,8.3,21,25.44,12.42
3,8.3,22,25.46,12.41
2.8,8.2,23,25.5,12.42
2.8,8.3,23,25.56,12.43
2.9,8.3,26,25.62,12.44
3,8.3,28,25.65,12.45
3.2,8.3,28,25.66,12.46
3.2,8.3,28,25.67,12.46
3.2,8.3,29,25.67,12.46
2.4,8.4,12,25.01,12.28
2.4,8.4,13,25.06,12.28
2.3,8.4,14,25.17,12.28
2.3,8.4,16,25.19,12.29
2.3,8.3,16,25.24,12.29
2.3,8.3,18,25.28,12.3
2.3,8.3,20,25.29,12.3
2.4,8.3,20,25.29,12.3
2.4,8.3,21,25.29,12.3
2.5,8.3,21,25.3,12.3
2.5,8.3,21,25.31,12.3
2.5,8.3,22,25.34,12.31
2.5,8.3,22,25.4,12.3
2.5,8.3,22,25.48,12.3
2.6,8.3,27,25.59,12.3
2.6,8.3,34,25.6,12.3
2.6,8.3,43,25.61,12.3
1.1,8.7,16,11.06,11.99
1.1,8.7,16,12.69,11.94
1.1,8.7,16,13.87,11.9
1.1,8.6,15,15.07,11.93
1,8.6,14,17.1,12.01
1,8.5,14,18.99,12.13
0.9,8.5,13,20.05,12.19
0.9,8.5,12,20.65,12.22
1,8.4,12,21.46,12.26
1,8.4,11,21.62,12.27
1,8.4,11,21.88,12.27
1,8.4,13,22.53,12.3
0.9,8.4,17,22.84,12.31
0.9,8.4,18,23.32,12.33
0.9,8.3,16,24.51,12.38
1.3,8.7,13,11.67,12.02
1.3,8.7,13,13.75,11.89
1.3,8.7,13,15.96,12.02
1.4,8.6,12,17.09,12.16
1.6,8.6,11,17.79,12.24
1.6,8.5,10,18.24,12.27
1.5,8.5,10,18.81,12.25
1.3,8.5,10,19.61,12.29
1.2,8.4,10,20.42,12.31
1.2,8.4,12,20.62,12.32
1.2,8.4,12,20.71,12.32
2.7,8.6,8,19.82,12.6
2.8,8.6,8,20.23,12.3
2.7,8.5,9,20.46,12.21
2.6,8.5,9,20.61,12.26
2.6,8.5,10,20.81,12.28
2.4,8.4,10,20.88,12.28
2.2,8.4,10,20.96,12.31
2.2,8.4,10,20.97,12.32
2.1,8.4,10,20.99,12.34
2.1,8.4,10,21.05,12.35
2.1,8.4,10,21.09,12.35
2.1,8.4,10,21.14,12.34
2.1,8.4,11,21.2,12.3
3.9,8.6,10,20.73,12.32
3.7,8.6,10,20.84,12.3
3.3,8.5,10,20.98,12.23
2.9,8.5,10,21.09,12.21
2.7,8.5,10,21.15,12.2
2.6,8.4,10,21.24,12.15
2.5,8.4,10,21.28,12.15
2.5,8.4,10,21.28,12.15
2.4,8.4,10,21.31,12.15
2.4,8.4,10,21.33,12.16
2.4,8.4,11,21.36,12.16
2.3,8.4,11,21.36,12.17
2.3,8.4,12,21.37,12.17
2.3,8.4,12,21.37,12.17
2.6,8.4,12,19.9,11.94
2.6,8.4,12,20.06,11.96
2.5,8.4,12,20.44,11.96
2.5,8.4,11,20.87,12
2.4,8.4,12,21.05,12.11
2.3,8.3,12,21.14,12.15
2.2,8.3,12,21.22,12.17
2.2,8.3,12,21.23,12.17
2.2,8.3,12,21.23,12.16
2.1,8.3,13,21.23,12.16
2.1,8.3,13,21.23,12.15
2.2,8.3,13,21.25,12.15
2.3,8.3,13,21.29,12.16
2.3,8.3,14,21.3,12.17
1.4,8.8,17,16.57,11.95
1.4,8.8,17,16.61,11.94
1.4,8.8,17,16.63,11.94
1.4,8.8,16,16.85,11.93
1.4,8.8,17,16.98,11.92
1.4,8.8,17,17.06,11.92
1.4,8.8,17,17.1,11.92
1.4,8.8,18,17.15,11.92
1.5,8.8,19,17.19,11.93
1.5,8.7,19,17.32,11.94
1.5,8.7,20,17.86,11.92
1.4,8.7,20,18.65,11.93
1.4,8.7,20,18.91,11.96
1.5,8.6,25,20.2,12.02
1.6,8.6,41,20.81,12.03
1.7,8.6,56,21.09,12.03
1.9,8.6,62,21.26,12.03
2,8.6,74,21.27,12.03
1.8,8.9,18,15.94,11.75
1.8,9,18,15.98,11.76
1.8,8.9,18,16.37,11.83
1.7,8.9,18,16.49,11.88
1.7,8.9,19,16.56,11.91
1.7,8.9,19,16.62,11.94
1.7,8.9,20,16.67,11.95
1.8,8.9,20,16.75,11.96
1.8,8.9,21,16.81,11.97
1.8,8.9,26,16.83,11.97
1.8,8.8,26,16.85,11.97
2.3,8.9,23,16.28,11.92
2.3,8.9,22,16.28,11.92
2.2,8.9,22,16.28,11.92
2.2,8.9,22,16.29,11.92
2.2,8.9,24,16.3,11.92
2.3,8.9,25,16.31,11.9
2.4,8.9,30,16.31,11.9
2.4,8.9,37,16.31,11.9
2.4,8.9,39,16.31,11.9
2.4,8.9,41,16.31,11.9
2.4,8.9,42,16.31,11.9
2.9,8.9,16,16.18,12.05
2.9,8.9,15,16.2,12.02
2.7,8.9,16,16.24,11.99
2.6,8.9,18,16.24,11.99
2.6,8.9,20,16.24,11.99
2.5,8.9,22,16.24,11.99
2.5,8.9,22,16.25,11.98
2.6,8.9,23,16.24,11.99
2.7,8.9,24,16.25,11.98
2.6,8.9,25,16.25,11.97
2.6,8.9,28,16.25,11.97
2.7,8.9,30,16.25,11.97
2.7,8.9,30,16.25,11.97
2.7,8.9,32,16.25,11.97
3.9,9,17,14.52,11.84
3.7,9,17,14.8,11.73
3.2,9,17,15.05,11.72
2.9,9,17,15.37,11.76
2.7,8.9,18,15.78,11.89
2.7,8.9,20,15.85,11.91
2.8,8.9,25,15.86,11.91
2.8,8.9,31,15.87,11.92
2.8,8.9,34,15.87,11.92
2.8,8.9,37,15.87,11.92
2.9,8.9,39,15.88,11.92
2.9,8.9,39,15.88,11.92
2.9,8.9,43,15.88,11.92
3.3,9,36,13.1,11.53
3.2,8.9,40,13.4,11.5
3.2,8.9,58,13.68,11.5
3.3,8.9,79,13.73,11.51
3.4,8.9,92,13.77,11.51
3.4,8.9,110,13.77,11.51
3.4,8.9,106,13.78,11.51
3.2,8.4,25,18.67,13.08
3.3,8.5,24,18.74,13.1
3.4,8.6,24,18.9,13.11
3.6,8.6,24,19.11,13.09
3.8,8.6,23,19.28,13.14
3.9,8.6,24,19.39,13.15
4.1,8.5,24,19.87,13.06
4.1,8.4,26,20.51,12.91
4,8.4,29,21.14,12.78
3.9,8.3,32,21.68,12.68
4.1,8.3,34,22.27,12.57
4.4,8.3,37,22.55,12.52
4.5,8.3,41,22.55,12.52
4.7,8.3,45,22.57,12.51
5.2,8.3,52,22.68,12.5
5.6,8.3,55,22.75,12.49
5.9,8.3,64,22.76,12.48
5.9,8.3,80,22.74,12.49
4.3,8.6,30,18.12,13.6
4.5,8.6,30,18.39,13.42
4.6,8.6,42,18.48,13.39
4.7,8.6,47,18.52,13.37
4.8,8.6,53,18.53,13.37
5.1,8.6,58,18.57,13.36
5.2,8.6,66,18.59,13.35
5.2,8.6,73,18.59,13.36
5.1,8.7,77,18.6,13.35
5.1,8.6,81,18.61,13.35
5.1,8.7,84,18.6,13.35
7.2,9,20,15.43,14.48
8,9,21,15.52,14.12
7.9,9,22,15.62,13.98
7.7,9,24,15.67,13.98
7.7,8.9,27,15.68,13.98
8,8.9,33,15.74,13.86
8.4,8.9,55,15.8,13.75
8.7,8.9,61,15.82,13.72
9.1,8.9,83,15.83,13.71
9.2,8.9,131,15.83,13.71
9.4,8.9,159,15.81,13.71
9.8,8.9,193,15.8,13.7
10.3,8.9,222,15.79,13.7
10.3,8.9,293,15.78,13.69
8,8.8,53,14.99,14.11
7.9,8.8,52,14.98,14.11
8.2,8.8,52,14.99,14.11
8.6,8.7,51,14.99,14.09
9,8.8,53,15.02,14.04
9.7,8.7,68,15.05,14.01
10.3,8.7,92,15.06,14
10.6,8.7,109,15.06,14
10.8,8.7,124,15.07,13.99
10.8,8.7,127,15.07,13.98
10.8,8.8,138,15.07,13.99
11.1,8.8,141,15.07,13.98
11.1,8.8,143,15.07,13.98
11.3,8.7,149,15.07,13.97
11.4,8.8,170,15.07,13.97
10.3,8.7,65,14.63,14.37
10.3,8.7,64,14.63,14.38
10.7,8.7,64,14.63,14.38
11,8.7,64,14.65,14.32
11.4,8.7,67,14.65,14.24
11.6,8.7,75,14.65,14.23
11.9,8.7,85,14.66,14.2
12.5,8.7,96,14.68,14.17
13.3,8.7,108,14.7,14.16
14.3,8.7,134,14.72,14.14
15.4,8.7,170,14.69,14.11
16.1,8.7,210,14.67,14.09
16.5,8.7,286,14.64,14.08
16.4,8.7,387,14.59,14.06
16.9,8.8,71,13.1,14.38
17,8.8,69,13.24,14.3
17,8.8,70,13.36,14.27
16.7,8.8,72,13.5,14.25
16.4,8.8,73,13.57,14.26
16.7,8.8,77,13.57,14.26
16.8,8.8,84,13.58,14.26
27.4,9.7,38,12.7,13.45
24.1,9.2,37,13.75,13.77
22.8,9,39,13.83,13.82
22.8,8.9,42,13.91,13.84
23,8.9,49,13.97,13.86
22.9,8.9,57,13.98,13.86
22.8,8.9,57,14.01,13.88
19.2,9.5,24,14.39,14.13
18.8,9.2,24,14.48,14.05
16.9,8.9,24,14.55,13.98
14.7,8.8,25,14.88,13.81
12.9,8.4,27,15.18,13.8
10,7.8,32,17.23,13.78
7.5,7.5,38,18.15,13.73
6.3,7.4,40,18.52,13.69
5.7,7.4,38,18.91,13.64
5.6,7.5,34,18.99,13.63
5.8,7.5,31,19,13.63
12.6,9.1,20,14.9,14.01
12.1,8.9,20,14.94,13.85
10.7,8.8,20,14.98,13.84
9.3,8.8,20,15.02,13.81
8.4,8.4,19,15.39,13.9
8.1,8.1,18,17.2,13.81
8.2,8.1,18,18.71,13.53
8.5,8.1,18,19.16,13.43
8.9,8.1,18,19.38,13.38
8.5,8,19,19.51,13.4
7.9,7.9,19,19.57,13.42
8,7.9,21,19.59,13.42
8.2,7.8,22,19.59,13.42
8.1,7.9,23,19.6,13.43
17.9,9.1,43,16.53,14.07
19.9,9.1,14,17.92,13.5
20.1,9,13,18.85,13.24
16.9,9,13,19.52,12.99
15,9,12,19.63,12.94
14.5,8.9,12,19.71,12.91
13.3,8.9,10,20.02,12.89
12.1,8.6,10,20.03,12.9
9.9,7.9,10,20.93,12.94
7.3,7.3,12,22.36,12.71
5.4,7.2,14,23.48,12.45
5.2,7.5,17,24,12.37
17.2,10.8,11,17.79,13.74
18,10.3,11,18.1,13.55
18.4,10.1,11,18.55,13.16
17.8,9.7,10,18.98,13.3
15.1,8.6,10,19.23,13.32
9.5,7.7,10,22.14,12.58
4.7,7.2,10,24.71,12.01
2.7,7.1,10,26.1,11.67
2,7,10,26.19,11.65
2.1,7.3,10,26.2,11.67
20.1,10.7,10,18.27,13.76
22.4,10.7,11,18.58,13.52
20,10.3,10,18.76,13.43
17,10,9,18.99,13.17
15,9.1,10,19.33,13.21
12.2,7.9,10,19.91,13.1
7.9,7.4,12,23.93,12.17
4.3,7.2,13,25.7,11.72
2.8,7,12,26.93,11.43
2.2,6.9,11,27.23,11.37
1.8,6.9,10,27.41,11.3
1.7,6.9,10,27.59,11.26
1.7,6.8,10,27.94,11.16
1.6,6.8,10,28.27,11.09
1.6,6.8,10,28.71,10.98
1.8,6.8,10,28.95,10.91
1.9,6.8,11,29.04,10.9
17.9,9.5,22,22.93,14.24
19.9,9.4,22,22.94,14.23
17.2,9.2,22,23.26,14.08
11.4,9.2,21,23.76,13.87
8.5,9.2,20,24.01,13.77
7.3,9.2,18,24.16,13.7
6.2,9.2,18,24.28,13.66
7.8,9.1,18,24.38,13.65
9.6,9.1,19,24.43,13.65
11.3,9.1,21,24.45,13.65
12.3,9.1,21,24.45,13.65
11.5,9.2,22,24.46,13.64
11,9.2,22,24.47,13.63
11.5,9.1,22,24.57,13.61
15.4,9.1,25,24.78,13.55
16.3,9.2,32,25.09,13.45
12.8,9.7,13,22.07,14.35
13.3,9.6,12,22.21,14.25
13.7,9.6,13,22.37,14.18
13.7,9.5,13,22.43,14.16
12.8,9.4,13,22.69,14.09
14.8,9.5,14,23.23,13.94
17.4,9.5,17,23.31,13.92
16.7,9.5,23,23.4,13.9
17.3,9.5,30,23.41,13.9
18.5,9.5,43,23.42,13.9
20.4,9.2,24,19.21,15.52
22.2,9.1,29,19.28,15.4
23.3,9.1,34,19.43,15.27
22.4,9.1,38,19.6,15.22
20.8,9.1,46,19.66,15.19
20.3,9.1,50,19.67,15.15
19.9,9.1,52,19.69,15.12
18.6,9,55,19.74,15.08
21.2,9,57,19.86,15.02
30.4,9.1,68,20.49,14.86
43,9.2,91,20.66,14.81
42.9,9.1,250,20.72,14.83
22.8,8.9,34,17.82,17.1
23.1,8.8,45,18.03,16.31
22.6,8.6,57,18.09,16.2
21.6,8.6,61,18.15,16.16
23.2,8.6,56,18.29,15.95
23.1,8.7,61,18.31,15.86
24.4,8.7,67,18.41,15.75
27.3,8.8,74,18.58,15.73
29.4,8.8,136,18.64,15.74
30.9,8.8,185,18.65,15.74
31.8,8.8,193,18.67,15.73
36.5,8.8,204,18.69,15.73
37.2,8.8,218,18.69,15.73
35.3,9,35,16.75,18.09
33.8,8.7,38,16.96,16.73
31.2,8.5,45,16.99,16.6
32.8,8.5,55,17.08,16.55
38.7,8.4,62,17.24,16.57
45,8.5,75,17.38,16.49
48.4,8.5,137,17.43,16.45
50.5,8.5,192,17.44,16.44
53.3,8.4,236,17.45,16.43
55.2,8.5,265,17.46,16.42
57,8.4,317,17.46,16.41
56.9,8.4,371,17.5,16.39
56,8.5,462,17.51,16.38
75.2,7.9,284,15.23,17.22
73.7,7.9,382,15.34,17.13
68.6,7.8,602,15.46,17.07
62.6,7.7,809,15.51,17.07
59,7.7,4,15.52,17.07
57.8,7.7,43,15.52,17.07
57.9,7.7,100,15.52,17.07
11.6,9,21,17,15.92
8.2,8.5,19,19.26,15.88
6.2,8.2,17,19.62,16.02
5.3,8.1,17,19.93,16.16
5,8,18,19.99,16.18
5,8,18,20.02,16.2
5,8,20,20.05,16.22
6.1,7.4,15,20.58,16.56
5.3,7.5,14,20.73,16.61
4.7,7.7,14,20.98,16.67
4.3,7.7,14,21.19,16.68
4.1,7.7,13,21.39,16.7
4,7.7,13,21.52,16.72
4,7.8,13,21.6,16.65
4.1,7.8,14,21.63,16.64
4.2,7.7,15,21.67,16.65
4.2,7.7,17,21.68,16.65
4.2,7.7,21,21.71,16.65
5.2,8.1,9,21.7,16.7
5.1,8,9,21.79,16.32
4.8,8,9,21.78,16.17
4.3,8,9,21.75,16.11
3.8,8.1,8,21.78,16.13
3.5,8.1,8,21.82,16.21
3.3,8,8,22,16.28
3.4,8,8,22.1,16.23
3.5,8.1,9,22.14,16.22
3.4,8,9,22.18,16.19
5,8.5,6,22.97,16.32
5,8.4,6,23.04,15.92
4.7,8.4,6,23.08,15.92
4.7,8.4,6,23.3,15.89
5.2,8.4,6,23.5,15.94
6,8.5,6,23.73,15.98
6.7,8.6,6,23.97,15.99
7.5,8.9,6,24.23,15.9
8.1,9,6,24.33,15.86
8.4,9,7,24.39,15.83
8.3,9,9,24.41,15.81
4.9,8.4,6,24.18,16.04
5.5,8.5,7,24.19,15.96
5.5,8.4,7,24.34,15.77
5,8.1,6,24.37,15.72
4.6,8.1,6,24.64,15.41
4.7,8,6,24.74,15.35
4.5,8,6,24.82,15.31
4.3,7.9,6,24.89,15.26
5.2,8,6,25.04,15.18
5.4,8.3,6,24.88,15.22
8.5,8.1,21,25.38,15.83
8.3,8,21,25.53,15.63
7.4,7.9,21,25.72,15.41
6.6,7.9,22,26.01,15.12
5.9,7.9,22,26.15,14.99
5.9,7.9,22,26.22,14.94
5.9,7.9,23,26.25,14.92
5.9,7.9,23,26.35,14.85
6.2,7.9,24,26.46,14.77
6.6,7.9,36,26.47,14.76
6.7,7.9,48,26.47,14.75
6.9,7.9,60,26.48,14.75
7.2,7.9,70,26.48,14.75
7.5,7.9,80,26.47,14.75
8,7.9,92,26.44,14.77
8.1,7.9,117,26.39,14.81
8.8,8.2,24,25.82,15.15
8.8,8.1,35,25.86,15.07
8.7,8.1,41,25.86,15.06
9,8.1,44,25.86,15.06
9.4,8.1,46,25.86,15.06
9.7,8.1,46,25.86,15.06
10.3,8.1,47,25.86,15.06
10.4,8.1,47,25.86,15.06
9.9,8.1,48,25.86,15.06
9.9,8.1,49,25.86,15.06
3.2,7.8,24,24.17,16.34
3.4,7.9,23,24.17,16.33
3.4,7.9,23,24.17,16.32
3.2,7.9,23,24.17,16.32
3.1,7.9,23,24.17,16.31
3.1,7.9,23,24.17,16.31
3.2,7.9,23,24.17,16.3
3.4,7.9,23,24.17,16.29
3.5,7.9,24,24.17,16.29
3.4,7.9,24,24.17,16.29
3.5,7.9,24,24.17,16.29
3.6,7.8,12,23.11,17.26
3.5,7.7,11,23.22,16.86
2.7,7.7,12,23.26,16.61
2.1,7.7,13,23.28,16.55
1.9,7.7,16,23.29,16.54
1.7,7.7,17,23.3,16.51
1.5,7.7,18,23.32,16.48
1.4,7.7,19,23.33,16.46
1.5,7.7,20,23.32,16.47
1.6,7.7,22,23.32,16.47
1.6,7.7,22,23.33,16.45
1.5,7.7,23,23.33,16.45
1.6,7.7,23,23.33,16.44
3.2,7.7,14,22.11,17.47
3.2,7.6,15,22.25,17.03
2.8,7.6,17,22.34,16.84
2.7,7.6,20,22.39,16.77
2.8,7.6,42,22.43,16.73
3,7.6,71,22.44,16.73
3.1,7.6,95,22.44,16.73
3.2,7.6,114,22.47,16.73
3.3,7.6,124,22.48,16.74
3.3,7.7,137,22.47,16.73
3.3,7.7,143,22.49,16.74
3.3,7.7,150,22.5,16.75
3.1,7,148,20.53,17.25
3.2,6.7,150,20.53,17.2
3.3,6.5,154,20.53,17.18
3.4,6.5,162,20.55,17.15
3.5,6.8,172,20.56,17.15
3.4,6.8,177,20.57,17.13
2.6,6.9,14,28.8,16.43
2.6,6.9,14,28.91,16.44
2.6,6.9,15,28.99,16.45
2.5,6.9,15,29.01,16.45
2.6,6.9,15,29.01,16.45
2.6,6.9,15,29.03,16.45
2.6,6.9,15,29.08,16.45
2.5,6.9,15,29.1,16.45
2.6,6.9,16,29.1,16.45
2.7,6.9,16,29.11,16.45
2.7,6.9,16,29.11,16.45
2.8,6.9,16,29.11,16.45
2.9,6.9,16,29.15,16.42
2.9,6.9,16,29.12,16.45
2.8,6.8,16,29.13,16.44
2.8,6.8,17,29.17,16.41
2.1,7.4,12,28.21,17.87
2.2,7.2,13,28.14,17.99
2.4,7,13,28.16,17.93
2.4,7.1,13,28.4,17.44
2.2,7.1,15,28.46,17.31
2.1,7.1,16,28.44,17.34
2,7.1,17,28.45,17.31
2,7.1,17,28.47,17.27
2,7.1,17,28.47,17.27
1.5,7.5,8,27.04,18.96
1.5,7.5,8,27.04,18.96
1.8,7.5,8,27.05,18.97
1.9,7.5,8,27.07,18.94
1.9,7.5,8,27.09,18.92
1.9,7.5,8,27.1,18.91
1.9,7.5,8,27.1,18.91
1.9,7.5,8,27.1,18.91
1.9,7.5,8,27.13,18.9
1.9,7.5,8,27.13,18.9
1.9,7.5,8,27.13,18.9
2,7.5,8,27.12,18.9
2,7.5,9,27.12,18.9
1.8,7.3,13,25.91,19.63
1.9,7.3,13,25.91,19.65
1.9,7.3,13,25.92,19.59
1.9,7.3,13,25.91,19.54
1.9,7.3,13,25.91,19.54
1.9,7.3,14,25.9,19.54
1.9,7.3,14,25.9,19.54
1.9,7.3,15,25.9,19.53
1.9,7.3,15,25.9,19.53
2,7.3,16,25.9,19.53
2,7.3,16,25.91,19.53
2.1,7.3,16,25.9,19.54
2.1,7.3,16,25.91,19.53
2.2,7.3,16,25.91,19.53
2.2,7.3,15,25.91,19.53
4,7.3,18,24.88,21.07
4,7.4,18,24.91,20.97
4.1,7.4,19,24.89,21.02
4,7,20,24.82,21.25
3.7,7.1,20,24.97,20.72
3.4,7.2,20,25.02,20.47
3.4,7.2,24,25.02,20.47
3.4,7.1,30,25.02,20.45
3.3,7.2,32,25.02,20.42
3.2,7.1,38,25.03,20.39
3.2,7.1,43,25.03,20.35
3.1,7.2,49,25.03,20.31
3.9,6.4,56,23.27,22.5
3.9,6.3,58,23.26,22.49
3.9,6.4,57,23.28,22.39
4,6.4,61,23.3,22.37
4.1,6.4,66,23.3,22.37
4,6.4,70,23.3,22.37
4,6.4,72,23.3,22.37
2,7.2,12,29.81,17.11
2,7.1,12,29.83,17.1
1.9,7.1,12,29.92,17.05
1.8,7.1,12,29.99,16.94
1.8,7.1,12,30.07,16.85
1.8,7.1,13,30.15,16.81
1.8,7.1,13,30.25,16.76
1.8,7.1,12,30.32,16.73
1.8,7.1,12,30.37,16.7
1.8,7.1,13,30.42,16.65
1.8,7.1,14,30.45,16.63
1.8,7.1,14,30.49,16.61
1.8,7.1,15,30.5,16.6
1.8,7.1,16,30.52,16.59
1.8,7.1,17,30.52,16.59
1.8,7.1,18,30.52,16.59
1.8,7.1,19,30.52,16.59
1.7,7.2,11,29.74,18.1
1.7,7.2,10,29.74,18.09
1.8,7.2,10,29.74,18.09
1.8,7.2,10,29.75,18.07
1.7,7.2,11,29.75,18.06
1.7,7.2,11,29.76,18.04
1.7,7.3,11,29.77,18.02
1.7,7.2,11,29.77,18.02
1.7,7.2,12,29.77,18.02
1.7,7.4,20,28.5,19.77
1.8,7.5,18,28.5,19.74
1.8,7.5,17,28.52,19.71
1.8,7.5,21,28.52,19.71
1.8,7.5,22,28.53,19.7
1.8,7.5,22,28.54,19.7
1.8,7.5,23,28.6,19.66
1.8,7.5,23,28.64,19.63
1.8,7.5,23,28.67,19.61
1.8,7.5,24,28.68,19.6
1.8,7.5,24,28.68,19.6
1.8,7.5,24,28.68,19.6
2,7.1,13,27.4,20.38
2.1,7.1,14,27.41,20.36
2.1,7.1,15,27.41,20.33
2.1,7.1,16,27.42,20.3
2.1,7.1,16,27.42,20.3
2,7.1,17,27.42,20.29
2,7.1,17,27.43,20.28
2,7.1,18,27.43,20.28
2,7.1,19,27.44,20.28
2,7.1,20,27.44,20.28
2.1,7.1,21,27.44,20.28
2.1,7.1,22,27.44,20.28
2.1,7.1,22,27.44,20.28
2.1,7.1,23,27.44,20.28
2.4,7,20,26.67,21.09
2.4,7,20,26.67,21.1
2.5,6.9,20,26.66,21.11
2.5,6.9,21,26.66,21.1
